0.312243	0.58034	0.287757	0.0196602	5.19994	0
0.779913	0.722413	0.211208	0.0876373	3.81773	1.3965
1.19545	0.535063	0.177869	0.0808428	4.29483	1.14027
1.03211	0.563929	0.232328	0.0723767	3.73094	1.62848
1.35877	0.703667	0.242874	0.0792752	3.33855	1.75481
1.71966	0.648446	0.233595	0.0747625	3.04874	1.6587
2.03462	0.698955	0.221374	0.0779532	2.82518	1.57359
2.27665	0.698632	0.21315	0.0798945	2.64297	1.49142
2.56596	0.724785	0.204481	0.0846138	2.49237	1.4195
2.8481	0.709108	0.196108	0.0858565	2.3649	1.35091
3.09645	0.716524	0.189506	0.08716	2.25511	1.29095
3.39229	0.644275	0.182434	0.0836817	2.15951	1.2364
3.70716	0.578325	0.175302	0.0816243	2.07589	1.1932
3.98896	0.594126	0.168955	0.0794734	2.00191	1.15306
4.27109	0.583745	0.163473	0.0784142	1.93569	1.11784
4.5282	0.601625	0.158493	0.0771095	1.87465	1.08506
4.71591	0.675072	0.154044	0.0748334	1.81868	1.05273
4.96798	0.671294	0.150082	0.0727526	1.7677	1.02362
5.27045	0.666184	0.146079	0.071104	1.72057	0.997622
5.53204	0.67154	0.142381	0.0698433	1.67717	0.973822
5.83254	0.682266	0.139285	0.0688891	1.63721	0.952077
6.07232	0.624862	0.136197	0.0722168	1.59958	0.936466
6.32649	0.71538	0.133287	0.0715122	1.56443	0.917405
6.57681	0.744203	0.13052	0.0706979	1.53157	0.899409
6.82284	0.744436	0.127887	0.0708143	1.50072	0.8835
7.06415	0.730171	0.12542	0.0730346	1.47238	0.8708
7.27681	0.808519	0.123515	0.072815	1.44604	0.85617
7.57715	0.822484	0.121303	0.0732837	1.42002	0.842841
7.83225	0.801356	0.119207	0.0765917	1.39536	0.832858
8.08009	0.818376	0.117243	0.0807971	1.37206	0.824422
8.3156	0.834994	0.115512	0.0860211	1.34993	0.817213
8.58966	0.92518	0.113724	0.087962	1.32901	0.80695
8.83257	0.985378	0.112074	0.089076	1.30897	0.796549
9.12498	1.02382	0.110443	0.0904711	1.29006	0.787093
9.36589	1.05535	0.108856	0.0925611	1.27187	0.778804
9.64723	1.12928	0.107489	0.0936496	1.25477	0.770042
9.9269	1.26203	0.106553	0.0927282	1.23859	0.759898
10.1723	1.34414	0.1056	0.0915969	1.22221	0.750152
10.3932	1.4237	0.104375	0.0904249	1.20644	0.740724
10.6232	1.49403	0.103094	0.0892889	1.1917	0.731923
10.841	1.51955	0.101846	0.0884846	1.17754	0.724719
11.1124	1.56198	0.100651	0.0881879	1.16344	0.718806
11.3948	1.60813	0.0998045	0.0885785	1.14993	0.714445
11.6263	1.64921	0.0988692	0.0900991	1.1368	0.712081
11.853	1.71884	0.0978531	0.0919509	1.1241	0.710029
12.1137	1.80258	0.0970527	0.093731	1.11227	0.707433
12.3589	1.83318	0.0963616	0.0977324	1.10094	0.707746
12.6185	1.8819	0.0960335	0.10347	1.0908	0.709683
12.819	2.03381	0.0952623	0.10626	1.08047	0.707497
13.0899	2.14095	0.0950228	0.108585	1.07182	0.704545
13.2968	2.29544	0.0944363	0.109253	1.06289	0.699716
13.4717	2.42145	0.0935251	0.109449	1.05264	0.695022
13.7205	2.54837	0.0927019	0.109316	1.04278	0.690211
13.9416	2.6467	0.0918833	0.109475	1.03317	0.686263
14.1694	2.81494	0.0911093	0.108849	1.02388	0.681227
14.423	2.92158	0.0906284	0.108421	1.01577	0.676725
14.6314	2.99059	0.0900587	0.108996	1.0079	0.674248
14.8655	3.13917	0.0897064	0.109151	1.00091	0.671031
15.0776	3.34855	0.0893498	0.108352	0.993994	0.666129
15.2903	3.4953	0.0890291	0.107517	0.986333	0.661656
15.5049	3.69765	0.0888063	0.10671	0.97898	0.656529
15.7189	3.80916	0.0887205	0.105846	0.971793	0.652383
15.9409	3.96052	0.0889737	0.105004	0.965126	0.6485
16.1413	4.09001	0.0892461	0.104206	0.957918	0.645935
16.3334	4.30595	0.0894485	0.103534	0.950932	0.642039
16.549	4.4497	0.0900895	0.102802	0.944513	0.63879
16.7239	4.63127	0.0904351	0.102189	0.938246	0.635316
16.8852	4.77533	0.0903836	0.101477	0.931323	0.633466
17.0383	5.03284	0.0900006	0.101639	0.92455	0.629638
17.2166	5.16762	0.0896307	0.101292	0.917933	0.627021
17.368	5.37136	0.0891007	0.10128	0.911466	0.623927
17.5342	5.49819	0.0885614	0.100726	0.905127	0.622723
17.721	5.63739	0.0881716	0.100034	0.899101	0.623025
17.8763	5.79302	0.0877415	0.0994138	0.893057	0.624826
18.0402	6.02235	0.0873693	0.0987551	0.887245	0.624613
18.1993	6.2038	0.0870567	0.0981037	0.881706	0.624629
18.3123	6.48712	0.0865311	0.0979313	0.876175	0.621983
18.4527	6.67218	0.0860043	0.0976133	0.870685	0.620065
18.597	6.82205	0.0855045	0.0970095	0.865567	0.619598
18.7541	7.0081	0.0851354	0.0964025	0.861191	0.619373
18.9508	7.16595	0.0855654	0.0960021	0.858231	0.620703
19.0517	7.32431	0.0856377	0.0961646	0.853859	0.624663
19.1267	7.64476	0.0852758	0.0955839	0.849252	0.623667
19.256	7.82717	0.0850368	0.0950981	0.845115	0.623511
19.3266	8.07721	0.0845747	0.0945393	0.840914	0.622048
19.4313	8.26782	0.084125	0.0940734	0.837173	0.621147
19.5252	8.42481	0.0836704	0.0941945	0.83394	0.62177
19.6283	8.59919	0.0832621	0.0951182	0.830573	0.624171
19.784	8.80018	0.0834758	0.0965471	0.828701	0.626732
19.8703	8.98881	0.0837558	0.0988733	0.826096	0.630705
19.9867	9.25945	0.0847054	0.100226	0.824388	0.631997
20.0468	9.44354	0.0854562	0.102632	0.821444	0.63527
20.116	9.72942	0.0862828	0.103834	0.81882	0.6356
20.1788	9.97366	0.0871789	0.10485	0.816741	0.634943
20.2153	10.2923	0.0877953	0.104742	0.814583	0.632362
20.2423	10.4975	0.0881239	0.105	0.811322	0.630847
20.2892	10.8105	0.0885513	0.104598	0.808405	0.628046
20.3167	11.0629	0.0888929	0.104147	0.805488	0.625203
20.3517	11.3171	0.0893382	0.103657	0.803107	0.62224
20.3157	11.524	0.0891586	0.103324	0.799197	0.620439
20.3799	11.784	0.0895041	0.102902	0.795896	0.618217
20.402	12.0137	0.0900377	0.102543	0.793727	0.61572
20.3823	12.3395	0.090279	0.102084	0.791477	0.612724
20.3498	12.5387	0.0902255	0.1016	0.78799	0.610399
20.3727	12.7924	0.0905395	0.101116	0.785141	0.607852
20.3738	12.9917	0.091096	0.100721	0.782364	0.606004
20.3361	13.2185	0.0914564	0.100391	0.779882	0.603977
20.3049	13.4311	0.0917999	0.100234	0.777475	0.60223
20.2744	13.7255	0.0922162	0.0998031	0.77541	0.599667
20.2336	13.9202	0.0926537	0.099557	0.772844	0.597851
20.1644	14.2126	0.092849	0.0991127	0.770331	0.595277
20.0995	14.4195	0.0929483	0.0987339	0.767622	0.592995
19.9753	14.7151	0.0926177	0.0983252	0.764649	0.590367
19.9121	14.9131	0.0923137	0.0978952	0.761881	0.587817
19.8898	15.1404	0.0923743	0.0974717	0.76008	0.58527
19.7869	15.3071	0.0922528	0.0972549	0.756875	0.584371
19.7554	15.4988	0.0926711	0.0972796	0.754302	0.583426
19.6769	15.6753	0.0932661	0.0977818	0.752017	0.582847
19.5519	15.9276	0.0935357	0.0979049	0.749705	0.581062
19.4541	16.1189	0.0938799	0.0982835	0.747738	0.579222
19.3403	16.3204	0.0941847	0.0987901	0.746088	0.577141
19.2342	16.4925	0.0946037	0.0998018	0.744098	0.575629
19.0825	16.7456	0.0947091	0.100177	0.741976	0.573382
18.9411	16.9146	0.0946988	0.100968	0.739059	0.57223
18.7273	17.2041	0.0943266	0.100834	0.736098	0.569957
18.607	17.4091	0.0939943	0.100644	0.733473	0.567844
18.3807	17.6389	0.0937294	0.100295	0.73065	0.566348
18.2306	17.8257	0.0934705	0.0999534	0.727925	0.564836
18.1187	18.0178	0.0931102	0.0995946	0.725703	0.563588
17.9495	18.1546	0.0927643	0.0994007	0.723023	0.561442
17.8395	18.2895	0.0924656	0.0994852	0.720972	0.559303
17.713	18.4525	0.092375	0.0996311	0.719206	0.557181
17.5009	18.6647	0.0920973	0.0994445	0.717173	0.555389
17.3278	18.7884	0.0918418	0.0995089	0.714874	0.553314
17.1726	18.9293	0.0917244	0.0997014	0.713024	0.551294
17.0033	19.0909	0.0917266	0.0997981	0.711151	0.549314
16.7784	19.224	0.0915267	0.100003	0.709168	0.547491
16.5839	19.3716	0.0913316	0.100143	0.706898	0.545574
16.3367	19.561	0.0910068	0.0999284	0.70447	0.544338
16.1181	19.6309	0.0906824	0.100118	0.701957	0.542424
15.9056	19.7884	0.090366	0.100053	0.699491	0.540883
15.7096	19.9051	0.0900473	0.100003	0.697169	0.539641
15.4669	20.0824	0.0897641	0.0996819	0.694796	0.539661
15.2356	20.2271	0.0895281	0.0993377	0.692381	0.53966
15.068	20.3574	0.0892205	0.0990425	0.690166	0.540383
14.8319	20.434	0.088917	0.0987137	0.687816	0.539746
14.6229	20.5572	0.0886158	0.0984669	0.685559	0.539954
14.3759	20.6431	0.0883233	0.0982293	0.683242	0.539203
14.1331	20.7195	0.0880562	0.0979879	0.680945	0.538862
13.8879	20.7883	0.0878306	0.0977377	0.67873	0.537832
13.6069	20.8603	0.0878507	0.0975103	0.676621	0.537335
13.3544	20.8876	0.0880047	0.0972032	0.67484	0.53577
13.1184	20.9251	0.0881556	0.0968856	0.672875	0.534373
12.8761	20.981	0.0883431	0.0965753	0.670973	0.532977
12.7073	21.0164	0.0881265	0.0962643	0.668806	0.53177
